ID,底本/出典,史料名,記述内容,記述場所,場所（町、寺名、場所データ）,年月日（作成）,年月日（作成）和,年月日（被害）,年月日（被害）和,伝聞・体験,被害種別,X,Y,備考,
269,新収日本地震史料 第2巻,寛文二年之日記,一、廿九日同地震ゆる,上賀茂神社,上賀茂神社,1662/07/14,寛文2/5/29,1662/07/14,寛文2/5/29,体験,余震,135.7529016,35.05954636,,
270,新収日本地震史料 第2巻,寛文二年之日記,一、卅日同地震ゆる,上賀茂神社,上賀茂神社,1662/07/15,寛文2/5/30,1662/07/15,寛文2/5/30,体験,余震,135.7529016,35.05954636,,
271,新収日本地震史料 第2巻,寛文二年之日記,"一、六月小癸卯日
一、朔日同地震ゆる",上賀茂神社,上賀茂神社,1662/07/16,寛文2/06/01,1662/07/16,寛文2/06/01,体験,余震,135.7529016,35.05954636,,
272,新収日本地震史料 第2巻,寛文二年之日記,"一、廿八日曇巳刻ゟ雨ふる（中略）宵ノ巳刻□□大雨大風
吹茶やももりめいわくいたし候、なを雨も風もしきりふ
き候時地震も二度ゆり、大風なれハ海の水も嶋江吹あか
り何共めいわくいたし（後略）",上賀茂神社,上賀茂神社,1662/08/12,寛文2/06/28,1662/08/12,寛文2/06/28,体験,余震,135.7529016,35.05954636,,
273,新収日本地震史料 第2巻,寛文年録,"松平対馬守
右は去ル朔日京都地震ニ付二条御城石垣破損手伝被仰付
○忠豊公ガ幕府ヨリ二条城修理ノ命ヲ受ケシコトハ他ニ
見ル所ナシ寛文年録ハ幕府ノ記録ニシテソノ記事信スベ
キモノナレバ慥ニ此事アリシヲ知ルベシ由リテ本条テ掲
ゲテ尚ホ旁証ノ出ヅルヲ俟ツ",,二条城,1662/07/13,寛文2/5/28,1662/06/16,寛文2/05/01,,建物被害,135.747671,35.013882,,
274,新収日本地震史料 第2巻,〔寛文日記〕○京阪「益軒資料　一」,朔日、大地震,,,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,体験,地震,,,,
275,新収日本地震史料 第2巻,〔寛文日記〕○京阪「益軒資料　一」,二日、地尚震,,,1662/06/17,寛文2/5/2,1662/06/17,寛文2/5/2,体験,余震,,,,
276,新収日本地震史料 第2巻,〔寛文日記〕○京阪「益軒資料　一」,三日、地震,,,1662/06/18,寛文2/5/3,1662/06/18,寛文2/5/3,体験,余震,,,,
277,新収日本地震史料 第2巻,〔寛文日記〕○京阪「益軒資料　一」,四日、「詣住吉、天王寺、又大地震」,,,1662/06/19,寛文2/5/4,1662/06/19,寛文2/5/4,体験,余震,,,,
278,増訂大日本地震史料 第1巻,〔山鹿素行先生日記〕,五月朔日、午刻京都大地震、今年禁裏造營、四地震京町屋二百軒倒、死人尤多、,,京都,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,体験,建物被害,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
279,増訂大日本地震史料 第1巻,〔山鹿素行先生日記〕,五月朔日、午刻京都大地震、今年禁裏造營、四地震京町屋二百軒倒、死人尤多、,,京都,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,体験,人的被害,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
280,増訂大日本地震史料 第1巻,〔山鹿素行先生日記〕,江州大溝民屋千軒余倒、,,滋賀・大溝,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,伝聞,建物被害,136.0110192,35.29507812,緯度経度は大溝陣屋,
281,増訂大日本地震史料 第1巻,〔山鹿素行先生日記〕,同彦根城石壘八百余間破、,,彦根城,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,伝聞,建物被害,136.2505626,35.27594132,緯度経度は彦根城跡,
282,増訂大日本地震史料 第1巻,〔山鹿素行先生日記〕,善所城大破、,,膳所城,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,伝聞,建物被害,135.8949248,34.99547702,,
283,増訂大日本地震史料 第1巻,〔山鹿素行先生日記〕,伏見宇治大動、大坂、壞用、,,伏見,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,伝聞,,135.761436,34.93601,緯度経度は伏見区役所,
284,増訂大日本地震史料 第1巻,〔山鹿素行先生日記〕,伏見宇治大動、大坂、壞用、,,宇治,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,伝聞,,135.800191,34.884342,緯度経度は宇治市役所周辺,
285,増訂大日本地震史料 第1巻,〔山鹿素行先生日記〕,伏見宇治大動、大坂、壞用、,,大坂,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,伝聞,,,,,
286,増訂大日本地震史料 第1巻,〔川守記録〕,一寛文二年寅五月朔日大地震、京都ニ五七軒ツヽ家潰れ、,,京都,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,,建物被害,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
287,増訂大日本地震史料 第1巻,〔川守記録〕,西江州朽木谷埋り村數二三ケ村、人死傷百人也、,,滋賀・朽木谷,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,,地変,135.9209156,35.35676617,緯度経度は朽木陣屋跡,
288,増訂大日本地震史料 第1巻,〔川守記録〕,西江州朽木谷埋り村數二三ケ村、人死傷百人也、,,滋賀・朽木谷,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,,人的被害,135.9209156,35.35676617,緯度経度は朽木陣屋跡,
289,増訂大日本地震史料 第1巻,〔川守記録〕,中津井法花川底伏樋長二十二間半潰れ、右七ヶ村御地頭樣へ申上伏替候事、,,,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,,建物被害,,,,
290,新収日本地震史料 第2巻,〔干潟観音由緒〕,寛文壬寅年夏五月一日巳刻、五畿内大に地震し施て北海諸国に及べり。此の時にあたり、三方の湖水傾き艮の方八尺余淘上、坤の方数尺淘下る。これによりて湖水気山村の方一町余干上る。しかのみならず湖のほとり一百余町或は五反或は一町、干潟となる。,若狭国慧日山？,福井県・三方五湖,,,1662/06/16,寛文2/05/01,,地変（隆起）,135.8852866,35.56644991,緯度経度は便宜的に三方湖中央地点,
291,新収日本地震史料 第2巻,〔干潟観音由緒〕,寛文壬寅年夏五月一日巳刻、五畿内大に地震し施て北海諸国に及べり。此の時にあたり、三方の湖水傾き艮の方八尺余淘上、坤の方数尺淘下る。これによりて湖水気山村の方一町余干上る。しかのみならず湖のほとり一百余町或は五反或は一町、干潟となる。,若狭国慧日山？,福井県・三方五湖,,,1662/06/16,寛文2/05/01,,地変（沈下）,135.8852866,35.56644991,緯度経度は便宜的に三方湖中央地点,
292,新収日本地震史料 第2巻,〔干潟観音由緒〕,寛文壬寅年夏五月一日巳刻、五畿内大に地震し施て北海諸国に及べり。此の時にあたり、三方の湖水傾き艮の方八尺余淘上、坤の方数尺淘下る。これによりて湖水気山村の方一町余干上る。しかのみならず湖のほとり一百余町或は五反或は一町、干潟となる。,若狭国慧日山？,福井県・三方五湖,,,1662/06/16,寛文2/05/01,,地変,135.8852866,35.56644991,緯度経度は便宜的に三方湖中央地点,
293,新収日本地震史料 第2巻,〔干潟観音由緒〕,"人皆震によりて大地山川共に斯く淘上しを知らす、往昔海
辺潮干あかりてのちに大濤きたり人家損亡せし事を聞つ
たふるによりて騒動し、悉山上へ逃登りぬ。然りと云へ
とも浪曾てきたらす、湖水亦満ることなくて其まゝ干潟
となる。",若狭国慧日山？,福井県・三方五湖,,,1662/06/16,寛文2/05/01,,避難行動,135.8852866,35.56644991,緯度経度は便宜的に三方湖中央地点,
294,新収日本地震史料 第2巻,〔干潟観音由緒〕,同夜寅刻に至りて山上より国広山と光島（湖岳）の間の湖水の西を見渡せば、湖上に光あり、怪しみて気山一村の長熊谷氏某往てこれを見るに、果して如意輪大士の霊像水中に光明赫変として南に向て立たせ給ふ。即ちとり上け奉りて是を拝めば、其像は金銅にして御長八寸余、法相甚そなわり給ひぬ。驚感し是をもたらし来りて郡の奉行に物せらるゝ松本氏貞保にこれを捧ぐ、貞保すゝろに信心瑞喜の思ひをなし、則国主に献す。君亦深く尊み篤く敬ひ給ひて、貞保に酒肴及里の長にも黄金を与へ給ふ。,若狭国慧日山？,福井県・三方五湖,,,1662/06/16,寛文2/05/01,,,135.8852866,35.56644991,緯度経度は便宜的に三方湖中央地点,
295,増訂大日本地震史料 第1巻,〔平山日記〕,五月朔日○寛文二年大地震、京都も地震にて人死有之樣承候、,,京都,1662/06/16,寛文2/05/01,1662/06/16,寛文2/05/01,,人的被害,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
296,新収日本地震史料 第2巻,〔廻国雑記〕准后道興,"寛文二年大地震、川口閉塞して、湖の水流れず後に川跡
田甫となる。",,福井県気山（古川）,,,,,,地変,135.909773,35.584804,緯度経度は気山駅周辺地点,
297,新収日本地震史料 第2巻,〔廻国雑記〕准后道興,河中神社、同区中村に鎮座す。もと河崎権現と称す。国帳に正五位於瀬河中明神とあり。里人云往時上瀬河の河上此処を流れたりし時、其川中にさし出たる崖に在りし社なるによりて上瀬川中権現、又川崎権現とも称せり。寛文二年五月大地震の時河流塞り、地のさま変りて川中と云ふ由を知れる人少なしと。或云式内於世神社なるへしと。祭神詳ならす。,,"福井県気山（古川）
河中神社",,,1662/06/16,寛文2/05/01,,地変,135.9065682,35.58218099,,
298,新収日本地震史料 第2巻,〔御広間雑記〕,"五月大
一、朔日癸酉早旦ヨリ小雨、斎場所御神事如常侍中寺中御
礼義、巳刻大地震御屋敷廻リ石垣築地崩、斎場所春日之
石燈炉悉顚倒、中ニ楼門前石燈炉内宮ノ燈炉壱ツ神竜燈
炉無事也、禁中仙洞新院女院親王焼御座敷ヘ仮屋ヲ建御
移リ被成、当家何モ前御屋敷ヘ仮屋ヲ作リ御移リ被成、
京都其外在々所々民屋多ク顚倒ス、五条石橋中程崩落、
祇園石鳥居顚倒、膳所城之矢倉崩落ス、大津松本浜辺之
在家米倉多湖水ヘ投入ス、其外不可勝斗カク夥事ハ暫ニ
テ其名残常ニ驚程之地震、終日終夜無止時地震為御見廻
萩原様御出、船橋三位様ゟ御使者吉田寺亮厳御見舞神光
院ゟ為御見廻波蔵主及晩ニ凍雨雷鳴昼夜地震四拾八度云
々、小屋ヲ造地震度毎罷出諸人冷肝不及給云々",京都吉田神社,京都吉田神社ヵ,,,1662/06/16,寛文2/05/01,,建物被害,135.7847304,35.02535075,,
299,新収日本地震史料 第2巻,〔御広間雑記〕,"五月大
一、朔日癸酉早旦ヨリ小雨、斎場所御神事如常侍中寺中御
礼義、巳刻大地震御屋敷廻リ石垣築地崩、斎場所春日之
石燈炉悉顚倒、中ニ楼門前石燈炉内宮ノ燈炉壱ツ神竜燈
炉無事也、禁中仙洞新院女院親王焼御座敷ヘ仮屋ヲ建御
移リ被成、当家何モ前御屋敷ヘ仮屋ヲ作リ御移リ被成、
京都其外在々所々民屋多ク顚倒ス、五条石橋中程崩落、
祇園石鳥居顚倒、膳所城之矢倉崩落ス、大津松本浜辺之
在家米倉多湖水ヘ投入ス、其外不可勝斗カク夥事ハ暫ニ
テ其名残常ニ驚程之地震、終日終夜無止時地震為御見廻
萩原様御出、船橋三位様ゟ御使者吉田寺亮厳御見舞神光
院ゟ為御見廻波蔵主及晩ニ凍雨雷鳴昼夜地震四拾八度云
々、小屋ヲ造地震度毎罷出諸人冷肝不及給云々",京都吉田神社,京都御所,,,1662/06/16,寛文2/05/01,,避難行動,135.7623566,35.02629297,緯度経度は便宜的に現・京都御所地点,
300,新収日本地震史料 第2巻,〔御広間雑記〕,"五月大
一、朔日癸酉早旦ヨリ小雨、斎場所御神事如常侍中寺中御
礼義、巳刻大地震御屋敷廻リ石垣築地崩、斎場所春日之
石燈炉悉顚倒、中ニ楼門前石燈炉内宮ノ燈炉壱ツ神竜燈
炉無事也、禁中仙洞新院女院親王焼御座敷ヘ仮屋ヲ建御
移リ被成、当家何モ前御屋敷ヘ仮屋ヲ作リ御移リ被成、
京都其外在々所々民屋多ク顚倒ス、五条石橋中程崩落、
祇園石鳥居顚倒、膳所城之矢倉崩落ス、大津松本浜辺之
在家米倉多湖水ヘ投入ス、其外不可勝斗カク夥事ハ暫ニ
テ其名残常ニ驚程之地震、終日終夜無止時地震為御見廻
萩原様御出、船橋三位様ゟ御使者吉田寺亮厳御見舞神光
院ゟ為御見廻波蔵主及晩ニ凍雨雷鳴昼夜地震四拾八度云
々、小屋ヲ造地震度毎罷出諸人冷肝不及給云々",京都吉田神社,京都,,,1662/06/16,寛文2/05/01,,建物被害,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
301,新収日本地震史料 第2巻,〔御広間雑記〕,"五月大
一、朔日癸酉早旦ヨリ小雨、斎場所御神事如常侍中寺中御
礼義、巳刻大地震御屋敷廻リ石垣築地崩、斎場所春日之
石燈炉悉顚倒、中ニ楼門前石燈炉内宮ノ燈炉壱ツ神竜燈
炉無事也、禁中仙洞新院女院親王焼御座敷ヘ仮屋ヲ建御
移リ被成、当家何モ前御屋敷ヘ仮屋ヲ作リ御移リ被成、
京都其外在々所々民屋多ク顚倒ス、五条石橋中程崩落、
祇園石鳥居顚倒、膳所城之矢倉崩落ス、大津松本浜辺之
在家米倉多湖水ヘ投入ス、其外不可勝斗カク夥事ハ暫ニ
テ其名残常ニ驚程之地震、終日終夜無止時地震為御見廻
萩原様御出、船橋三位様ゟ御使者吉田寺亮厳御見舞神光
院ゟ為御見廻波蔵主及晩ニ凍雨雷鳴昼夜地震四拾八度云
々、小屋ヲ造地震度毎罷出諸人冷肝不及給云々",京都吉田神社,五条大橋,,,1662/06/16,寛文2/05/01,,建物被害,135.7678522,34.99544216,,
302,新収日本地震史料 第2巻,〔御広間雑記〕,"五月大
一、朔日癸酉早旦ヨリ小雨、斎場所御神事如常侍中寺中御
礼義、巳刻大地震御屋敷廻リ石垣築地崩、斎場所春日之
石燈炉悉顚倒、中ニ楼門前石燈炉内宮ノ燈炉壱ツ神竜燈
炉無事也、禁中仙洞新院女院親王焼御座敷ヘ仮屋ヲ建御
移リ被成、当家何モ前御屋敷ヘ仮屋ヲ作リ御移リ被成、
京都其外在々所々民屋多ク顚倒ス、五条石橋中程崩落、
祇園石鳥居顚倒、膳所城之矢倉崩落ス、大津松本浜辺之
在家米倉多湖水ヘ投入ス、其外不可勝斗カク夥事ハ暫ニ
テ其名残常ニ驚程之地震、終日終夜無止時地震為御見廻
萩原様御出、船橋三位様ゟ御使者吉田寺亮厳御見舞神光
院ゟ為御見廻波蔵主及晩ニ凍雨雷鳴昼夜地震四拾八度云
々、小屋ヲ造地震度毎罷出諸人冷肝不及給云々",京都吉田神社,祇園（八坂神社ヵ）,,,1662/06/16,寛文2/05/01,,建物被害,135.7785991,35.00365364,,
303,新収日本地震史料 第2巻,〔御広間雑記〕,"五月大
一、朔日癸酉早旦ヨリ小雨、斎場所御神事如常侍中寺中御
礼義、巳刻大地震御屋敷廻リ石垣築地崩、斎場所春日之
石燈炉悉顚倒、中ニ楼門前石燈炉内宮ノ燈炉壱ツ神竜燈
炉無事也、禁中仙洞新院女院親王焼御座敷ヘ仮屋ヲ建御
移リ被成、当家何モ前御屋敷ヘ仮屋ヲ作リ御移リ被成、
京都其外在々所々民屋多ク顚倒ス、五条石橋中程崩落、
祇園石鳥居顚倒、膳所城之矢倉崩落ス、大津松本浜辺之
在家米倉多湖水ヘ投入ス、其外不可勝斗カク夥事ハ暫ニ
テ其名残常ニ驚程之地震、終日終夜無止時地震為御見廻
萩原様御出、船橋三位様ゟ御使者吉田寺亮厳御見舞神光
院ゟ為御見廻波蔵主及晩ニ凍雨雷鳴昼夜地震四拾八度云
々、小屋ヲ造地震度毎罷出諸人冷肝不及給云々",京都吉田神社,膳所城,,,1662/06/16,寛文2/05/01,,建物被害,135.8949248,34.99547702,,
304,新収日本地震史料 第2巻,〔御広間雑記〕,"五月大
一、朔日癸酉早旦ヨリ小雨、斎場所御神事如常侍中寺中御
礼義、巳刻大地震御屋敷廻リ石垣築地崩、斎場所春日之
石燈炉悉顚倒、中ニ楼門前石燈炉内宮ノ燈炉壱ツ神竜燈
炉無事也、禁中仙洞新院女院親王焼御座敷ヘ仮屋ヲ建御
移リ被成、当家何モ前御屋敷ヘ仮屋ヲ作リ御移リ被成、
京都其外在々所々民屋多ク顚倒ス、五条石橋中程崩落、
祇園石鳥居顚倒、膳所城之矢倉崩落ス、大津松本浜辺之
在家米倉多湖水ヘ投入ス、其外不可勝斗カク夥事ハ暫ニ
テ其名残常ニ驚程之地震、終日終夜無止時地震為御見廻
萩原様御出、船橋三位様ゟ御使者吉田寺亮厳御見舞神光
院ゟ為御見廻波蔵主及晩ニ凍雨雷鳴昼夜地震四拾八度云
々、小屋ヲ造地震度毎罷出諸人冷肝不及給云々",京都吉田神社,大津松本,,,1662/06/16,寛文2/05/01,,,135.874169,35.004857,緯度経度は大津市松本郵便局近く,
305,新収日本地震史料 第2巻,〔御広間雑記〕,"五月大
一、朔日癸酉早旦ヨリ小雨、斎場所御神事如常侍中寺中御
礼義、巳刻大地震御屋敷廻リ石垣築地崩、斎場所春日之
石燈炉悉顚倒、中ニ楼門前石燈炉内宮ノ燈炉壱ツ神竜燈
炉無事也、禁中仙洞新院女院親王焼御座敷ヘ仮屋ヲ建御
移リ被成、当家何モ前御屋敷ヘ仮屋ヲ作リ御移リ被成、
京都其外在々所々民屋多ク顚倒ス、五条石橋中程崩落、
祇園石鳥居顚倒、膳所城之矢倉崩落ス、大津松本浜辺之
在家米倉多湖水ヘ投入ス、其外不可勝斗カク夥事ハ暫ニ
テ其名残常ニ驚程之地震、終日終夜無止時地震為御見廻
萩原様御出、船橋三位様ゟ御使者吉田寺亮厳御見舞神光
院ゟ為御見廻波蔵主及晩ニ凍雨雷鳴昼夜地震四拾八度云
々、小屋ヲ造地震度毎罷出諸人冷肝不及給云々",京都吉田神社,京都,,,1662/06/16,寛文2/05/01,,,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
306,新収日本地震史料 第2巻,〔御広間雑記〕,"一、二日甲戌、小雨、昨日地震爾今不止松田如閑ゟ為御見
舞使、萩原左右衛門佐様御出、船橋左兵衛佐様御出、南
禅寺承長老、同賢西堂ゟ為御見舞、諭蔵主入来巳午尅甚
凍雨雷鳴地震終日終夜無止時、今夜栄春院様家君御姫様
方東愚亭ヘ御移、侍共六七人奥亭ニ番勉",京都吉田神社,京都吉田神社,1662/06/17,寛文2/5/2,1662/06/17,寛文2/5/2,体験,余震,135.7847304,35.02535075,,
307,新収日本地震史料 第2巻,〔御広間雑記〕,"一、三日乙亥天霽、早旦地震又両度夥、舟橋三位様為御見
舞御出　福寿院ゟ為御見舞御使僧々々ノ曰福寿院台所書
院石垣顚倒之由也、其外坊中破損ト云云、午ノ上尅ニ地
震又夥少宛之事不得止
小笠原民部殿ゟ御状至来、当春御息又十郎殿江戸ヘ証人
ニ御下之時分、御使者被遣為御礼云々、酉ノ下刻光物飛
愛宕方ゟ出如意嶽越諸人驚目、",京都吉田神社,京都吉田神社,1662/06/18,寛文2/5/3,1662/06/18,寛文2/5/3,体験,余震,135.7847304,35.02535075,,
308,新収日本地震史料 第2巻,〔御広間雑記〕,"一、三日乙亥天霽、早旦地震又両度夥、舟橋三位様為御見
舞御出　福寿院ゟ為御見舞御使僧々々ノ曰福寿院台所書
院石垣顚倒之由也、其外坊中破損ト云云、午ノ上尅ニ地
震又夥少宛之事不得止
小笠原民部殿ゟ御状至来、当春御息又十郎殿江戸ヘ証人
ニ御下之時分、御使者被遣為御礼云々、酉ノ下刻光物飛
愛宕方ゟ出如意嶽越諸人驚目、",京都吉田神社,京都・福寿院,1662/06/18,寛文2/5/3,1662/06/18,寛文2/5/3,伝聞,建物被害,,,,
309,新収日本地震史料 第2巻,〔御広間雑記〕,"一、四日丙子天晴、早旦地震三四度夥、去夜中時々不絶、
今日未刻大地震京都在々躁動、申下刻ヨリ雨降、戌ノ下
刻地震又夥、今昼斎場所春日其外小社霊社石燈籠直建之
已上廿壱云々、萩原左衛門佐様御見舞神納主計罷上リ御
見舞申上ル、早岐焼茶碗弐ツ差上ル",京都吉田神社,京都吉田神社,1662/06/19,寛文2/5/4,1662/06/19,寛文2/5/4,体験,余震,135.7847304,35.02535075,,
310,新収日本地震史料 第2巻,〔御広間雑記〕,"五日丁丑早旦ヨリ細雨、斎場所春日御神事如常到今朝地
震無止時京町人辻小路寝云々、福寿院就下山為御見舞〓
粽廿五把御使者柳生八郎右衛門従　女院御所今度地震爾
今就不止早ク鎮上々様方御機嫌能被為成御座、（後略）",京都吉田神社,京都,1662/06/20,寛文2/5/5,1662/06/20,寛文2/5/5,体験,余震,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
311,新収日本地震史料 第2巻,〔御広間雑記〕,五日（中略）去二日之夜ゟ栄春院様家君御姫様方東愚亭ヘ御移地震依不止也、,京都吉田神社,京都,1662/06/20,寛文2/5/5,1662/06/20,寛文2/5/5,伝聞,避難行動,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
312,新収日本地震史料 第2巻,〔御広間雑記〕,五日（中略）今宵中時々地震,京都吉田神社,京都吉田神社,1662/06/20,寛文2/5/5,1662/06/20,寛文2/5/5,体験,余震,135.7847304,35.02535075,,
313,新収日本地震史料 第2巻,〔御広間雑記〕,"六日戊寅霽早旦地震一両度少也、昨昼ヨリ少宛鎮間遠ク
成、今朝於斎場所従　女院御所之御祈禱御秡被誦之祝神
人昨日同前以後朝爨被下、於壇場行事左京執行之水戸中将様ゟ如例年為御見舞御使札鮭子籠壱箱渡井源兵衛御使者未刻地震少、昨今大分鎮諸人令喜悦、申ノ上刻地震又両度甚、晩景栄春院様家公御姫様方大塔ヘ御出少宛地震未不止",京都吉田神社,京都吉田神社,1662/06/21,寛文2/5/6,1662/06/21,寛文2/5/6,体験,余震,135.7847304,35.02535075,,
314,新収日本地震史料 第2巻,〔御広間雑記〕,"六日戊寅霽早旦地震一両度少也、昨昼ヨリ少宛鎮間遠ク
成、今朝於斎場所従　女院御所之御祈禱御秡被誦之祝神
人昨日同前以後朝爨被下、於壇場行事左京執行之水戸中将様ゟ如例年為御見舞御使札鮭子籠壱箱渡井源兵衛御使者未刻地震少、昨今大分鎮諸人令喜悦、申ノ上刻地震又両度甚、晩景栄春院様家公御姫様方大塔ヘ御出少宛地震未不止",京都吉田神社,京都,1662/06/21,寛文2/5/6,1662/06/21,寛文2/5/6,伝聞,避難行動,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
315,新収日本地震史料 第2巻,〔御広間雑記〕,"七日己夘陰、未明地震辰ノ上刻又地震、早旦於斎場所従
女院御所之御祈禱御秡以下此中同前於壇場所行事、鈴鹿
左京執行之　女院御所御祈禱結願則右衛門佐殿迄御秡被
差上、御使者鈴鹿主馬、水戸中将様ヘ御返事御使者ヘ被
遣之御使者柳生八郎右衛門中将様御使ヘ上下壱具被遣之
祇園之禰宣臼井七郎兵衛為御見舞参勧修寺弁様ヘ為御見
舞使者被遣之、先日小笠原民部殿ゟ下状今日御返事被遣
之、時々地震有不止",京都吉田神社,京都吉田神社,1662/06/22,寛文2/5/7,1662/06/22,寛文2/5/7,体験,余震,135.7847304,35.02535075,,
316,新収日本地震史料 第2巻,〔御広間雑記〕,"八日庚辰早旦晴、今暁寅刻地震、巳刻ヨリ陰、昨日ゟ地
震多数、亥刻甚地震、神恩院為御見舞饅頭井籠壱筒乞献
進之",京都吉田神社,京都吉田神社,1662/06/23,寛文2/5/8,1662/06/23,寛文2/5/8,体験,余震,135.7847304,35.02535075,,
317,新収日本地震史料 第2巻,〔御広間雑記〕,九日辛巳曇辰ノ上刻地震巳ノ下刻地震午刻雨降、亥ノ上刻地震、今晩両伝奏従江戸御上着云々,京都吉田神社,京都吉田神社,1662/06/24,寛文2/5/9,1662/06/24,寛文2/5/9,体験,余震,135.7847304,35.02535075,,
318,新収日本地震史料 第2巻,〔御広間雑記〕,十日壬午曇、於壇場行事鈴鹿左京執行、巳刻甚地震時々細雨至夜地震　従江戸勧修寺大納言様飛鳥井大納言様御上京ニ付為御見舞鈴鹿石見被遣之,京都吉田神社,京都吉田神社,1662/06/25,寛文2/05/010,1662/06/25,寛文2/05/010,体験,余震,135.7847304,35.02535075,,
319,新収日本地震史料 第2巻,〔御広間雑記〕,"十一日癸未早旦小雨、夘刻地震
御鎮守稲荷金神御酒供之鈴鹿能登進退之、為地震静謐臨
時今朝斎場所ヘ御神供祝鈴鹿左京同采女神人如常以後朝爨被下也、於壇場行事左京被勤仕　巳ノ上刻地震従親王様今度地震弥被為成御機嫌御祈禱被仰出御使岡本権之丞為料物鳥目五十疋鈴鹿左京御撫物被請取云々、未尅地震　去六日ヨリ豊国大明神ヘ参詣群集云々旨趣今度之大地震ニ豊国社頭石垣石燈籠其外何ニ而茂毛頭不破損、就其地震之為守護神申触参詣之者、神前之土草木手毎ニ取帰為我家之守護云々、鈴鹿河内致社参、右之趣少も無相違之通帰申云々、未尅凍雨ひき物や善吉へ御見廻申及晩景栄春院様家君御姫様方東愚室ヨリ令御帰宅給　従今日親王様御祈禱始御秡行事鈴鹿左京執行之、丑ノ尅地震",京都吉田神社,京都吉田神社,1662/06/26,寛文2/05/011,1662/06/26,寛文2/05/011,体験,余震,135.7847304,35.02535075,,
320,新収日本地震史料 第2巻,〔御広間雑記〕,"十二日甲申晴　巳下尅地震於　斎場所　親王様御祈禱行
事、鈴鹿左京被勤仕　南禅寺承長老ゟ御使僧従江戸金地
院書状為御届云々、従親王様御祈禱結願則御秡被差上御使鈴鹿将監　勧修寺大納言様従江戸就御上京為御土産毛氈壱枚御使者杉浦権兵衛、未刻地震",京都吉田神社,京都吉田神社,1662/06/27,寛文2/05/012,1662/06/27,寛文2/05/012,体験,余震,135.7847304,35.02535075,,
321,新収日本地震史料 第2巻,〔御広間雑記〕,"十三日乙酉去暁地震、早旦ヨリ霽曇
昼已後小雨、来ル十五日夜如例御日待、其人数以上十弐
人被仰付、時々地震",京都吉田神社,京都吉田神社,1662/06/28,寛文2/05/013,1662/06/28,寛文2/05/013,体験,余震,135.7847304,35.02535075,,
322,新収日本地震史料 第2巻,〔御広間雑記〕,"十四日丙戌早旦曇細雨、吉田美作御見廻、栄春院様、鳳
祥院様ヘ為御見廻御出、即尅御帰、至晩景大雨、今日ハ
地震十分一也",京都吉田神社,京都吉田神社,1662/06/29,寛文2/05/014,1662/06/29,寛文2/05/014,体験,余震,135.7847304,35.02535075,,
323,新収日本地震史料 第2巻,〔御広間雑記〕,十五日丁亥早旦曇至昼快晴、今日ハ地震昨日ゟ数多、牧野佐渡守殿与力佐川半左衛門、為御音信五位路鳥ヘ被遣之鈴将監方書状被添之云々、芝山中納言様従江戸御上京為御土産鮭壱尺御使者至来、吉快菴為御見廻御入来、戌ノ刻地震、今夜御日待如例,京都吉田神社,京都吉田神社,1662/06/30,寛文2/05/015,1662/06/30,寛文2/05/015,体験,余震,135.7847304,35.02535075,,
324,新収日本地震史料 第2巻,〔御広間雑記〕,"十六日戊子早旦於広間中臣秡同音、已後日拝為御代官鈴
鹿左京右人数同拝、今日も地震四五度、戌刻ニ驚程地震",京都吉田神社,京都吉田神社,1662/07/01,寛文2/05/016,1662/07/01,寛文2/05/016,体験,余震,135.7847304,35.02535075,,
325,新収日本地震史料 第2巻,〔御広間雑記〕,十八日庚寅早旦ヨリ雨時々地震、飛鳥井大納言様ヨリ江戸為御土産、栄春院様ヘ綿五把鮭大キニ家君ヘサラサ壱端、御姫様方ヘ色紙三束、団扇御使者至来,京都吉田神社,京都吉田神社,1662/07/03,寛文2/05/018,1662/07/03,寛文2/05/018,体験,余震,135.7847304,35.02535075,,
